;;1-А;;;;;;;;;;;;;;;;;;1-Б;;;;;;;;;;;;;;;;;;1-В;;;;;;;;;;;;;;;;;;1-Г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Русский язык
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";1;08:30;"Музыка
Шелепова И.М.
ШО 1
216БНК, Каб. нач. классов";1;08:30;"Шахматы
Уваров В.Г.
ШО 1
216БНК, Каб. нач. классов";1;08:30;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";;;;;;;1;08:30;"Физическая культура
Уваров В.Г.
ШО 1
С/з мал. (201), Спортивный зал малый";1;08:30;"Математика
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";1;08:30;"Английский язык

ШО 1
203а, Кабинет АЯ";1;08:30;"Родной язык (русский)
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";;;;;;;1;08:30;"Математика
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";1;08:30;"Математика
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";1;08:30;"Изобразительное искусство
Назина Л.А.
ШО 1
309БНК, Каб. нач. классов";1;08:30;"Родной язык (русский)
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";;;;;;;1;08:30;"Литературное чтение
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";1;08:30;"Русский язык
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";1;08:30;"Русский язык
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";1;08:30;"Родной язык (русский)
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";;;;;;;1;08:30;"Музыка
Шелепова И.М.
ШО 1
312БНК, Каб. нач. классов";1;08:30;"Русский язык
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";1;08:30;"Математика
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";1;08:30;"Занимательная математика
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;1;08:30;"Английский язык

ШО 1
216БНК, Каб. нач. классов";;;;;;;;;;;;;1;08:30;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Русский язык
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";2;09:30;"Родной язык (русский)
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";2;09:30;"Русский язык
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";2;09:30;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";2;09:30;"Физическая культура
Воякин Д.М.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";;;;2;09:30;"Математика
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";2;09:30;"Русский язык
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";2;09:30;"Русский язык
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";2;09:30;"Физическая культура
Уваров В.Г.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";2;09:30;"Шахматы
Уваров В.Г.
ШО 1
313БНК, Каб. нач. классов";;;;2;09:30;"Математика
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";2;09:30;"Шахматы
Уваров В.Г.
ШО 1
309БНК, Каб. нач. классов";2;09:30;"Русский язык
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";2;09:30;"Математика
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";2;09:30;"Музыка
Шелепова И.М.
ШО 1
309БНК, Каб. нач. классов";;;;2;09:30;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";2;09:30;"Математика
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";2;09:30;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";2;09:30;"Изобразительное искусство
Назина Л.А.
ШО 1
303БНК, Каб. нач. классов";2;09:30;"Литературное чтение на родном языке (русском)
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";;;;2;09:30;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";2;09:30;"Физическая культура
Воякин Д.М.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";2;09:30;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";2;09:30;"Русский язык
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";2;09:30;"За страницами учебника русского языка
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;2;09:30;"Английский язык

ШО 1
216БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;09:30;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";;;;2;09:30;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Физическая культура
Воякин Д.М.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";3;10:35;"Математика
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";3;10:35;"Математика
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";3;10:35;"Изобразительное искусство
Назина Л.А.
ШО 1
216БНК, Каб. нач. классов";3;10:35;"Литературное чтение
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";;;;3;10:35;"Русский язык
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";3;10:35;"Математика
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";3;10:35;"Литературное чтение
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";3;10:35;"Математика
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";3;10:35;"Литературное чтение на родном языке (русском)
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";;;;3;10:35;"Русский язык
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";3;10:35;"Русский язык
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";3;10:35;"Физическая культура
Попов И.Б.
ШО 1
С/з мал. (201), Спортивный зал малый";3;10:35;"Русский язык
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";3;10:35;"Литературное чтение на родном языке (русском)
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";;;;3;10:35;"Русский язык
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";3;10:35;"Русский язык
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";3;10:35;"Математика
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";3;10:35;"Математика
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";3;10:35;"Английский язык

ШО 1
203а, Кабинет АЯ";;;;3;10:35;"Математика
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";3;10:35;"Русский язык
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";3;10:35;"Математика
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";3;10:35;"Физическая культура
Воякин Д.М.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";3;10:35;"Окружающий мир
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;10:35;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;11:40;"Математика
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";4;11:40;"Окружающий мир
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";4;11:40;"Русский язык
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";4;11:40;"Литературное чтение на родном языке (русском)
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";;;;4;11:40;"Английский язык

ШО 1
203а, Кабинет АЯ";4;11:40;"Литературное чтение
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";4;11:40;"Музыка
Шелепова И.М.
ШО 1
114б, Каб. нач. классов";4;11:40;"Русский язык
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";4;11:40;"Окружающий мир
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";;;;4;11:40;"Окружающий мир
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";4;11:40;"Окружающий мир
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";;;;4;11:40;"Математика
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";4;11:40;"Английский язык

ШО 1
203а, Кабинет АЯ";4;11:40;"Литературное чтение
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";4;11:40;"Окружающий мир
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";;;;4;11:40;"Русский язык
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";4;11:40;"Математика
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";4;11:40;"Литературное чтение
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;4;11:40;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;11:40;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5;12:35;"Окружающий мир
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";5;12:35;"Технология
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";5;12:35;"Литературное чтение
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";5;12:35;"Математика
Гришина М.А.
ШО 1
216БНК, Каб. нач. классов";;;;;;;5;12:35;"Изобразительное искусство
Назина Л.А.
ШО 1
313БНК, Каб. нач. классов";5;12:35;"Окружающий мир
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";5;12:35;"Технология
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";5;12:35;"Литературное чтение
Мукажанова Д.В.
ШО 1
313БНК, Каб. нач. классов";;;;;;;5;12:35;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";5;12:35;"Технология
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";5;12:35;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";5;12:35;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";;;;;;;5;12:35;"Шахматы
Уваров В.Г.
ШО 1
303БНК, Каб. нач. классов";5;12:35;"Окружающий мир
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";5;12:35;"Технология
Бакина Л.В.
ШО 1
303БНК, Каб. нач. классов";5;12:35;"Музыка
Шелепова И.М.
ШО 1
303БНК, Каб. нач. классов";;;;;;;5;12:35;"Литературное чтение
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";5;12:35;"Окружающий мир
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";;;;5;12:35;"Технология
Белихина И.А.
ШО 1
312БНК, Каб. нач. классов";5;12:35;"Изобразительное искусство
Назина Л.А.
ШО 1
312БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;12:35;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";5;12:35;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4-А;;;;;;;;;;;;;;;;;;4-Б;;;;;;;;;;;;;;;;;;4-В;;;;;;;;;;;;;;;;;;4-Г;;;;;;;;;;;;;;;;;;4-Э;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Русский язык
Давидян М.А.
ШО 1
206а, Каб. нач. классов";1;08:30;"Окружающий мир
Давидян М.А.
ШО 1
206а, Каб. нач. классов";1;08:30;"Музыка
Шелепова И.М.
ШО 1
206а, Каб. нач. классов";1;08:30;"Окружающий мир
Давидян М.А.
ШО 1
206а, Каб. нач. классов";;;;;;;1;08:30;"Окружающий мир
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";1;08:30;"Занимательная математика
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";1;08:30;"Литературное чтение
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";1;08:30;"Окружающий мир
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";;;;;;;1;08:30;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";1;08:30;"Русский язык
Глухова И.С.
ШО 1
112БНК, Каб. нач. классов";1;08:30;"Русский язык
Глухова И.С.
ШО 1
112БНК, Каб. нач. классов";1;08:30;"Русский язык
Глухова И.С.
ШО 1
111БНК, Каб. нач. классов";;;;;;;1;08:30;"Окружающий мир
Антипова С.Ф.
ШО 1
113б, Каб. нач. классов";1;08:30;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";1;08:30;"Русский язык
Антипова С.Ф.
ШО 1
113б, Каб. нач. классов";1;08:30;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";;;;;;;1;08:30;"Математика
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";1;08:30;"Русский язык
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";1;08:30;"Русский язык
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";1;08:30;"Русский язык
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;08:30;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;1;08:30;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";;;;;;;;;;;;;;;;1;08:30;"Английский язык
Широкова Н.П.
ШО 1
407а2, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;08:30;"Английский язык
Калашникова Е.А.
ШО 1
112БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Русский язык
Давидян М.А.
ШО 1
206а, Каб. нач. классов";2;09:30;"Математика
Давидян М.А.
ШО 1
206а, Каб. нач. классов";2;09:30;"Математика
Давидян М.А.
ШО 1
206а, Каб. нач. классов";2;09:30;"Литературное чтение
Давидян М.А.
ШО 1
206а, Каб. нач. классов";2;09:30;"Изобразительное искусство
Назина Л.А.
ШО 1
206а, Каб. нач. классов";;;;2;09:30;"Русский язык
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";2;09:30;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";2;09:30;"Шахматы
Уваров В.Г.
ШО 1
217БНК, Каб. нач. классов";2;09:30;"Русский язык
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";2;09:30;"Русский язык
Черешнева О.А.
ШО 1
217БНК, Каб. нач. классов";;;;2;09:30;"Физическая культура
Уваров В.Г.
ШО 1
С/з мал. (201), Спортивный зал малый";2;09:30;"Русский язык
Глухова И.С.
ШО 1
112БНК, Каб. нач. классов";2;09:30;"Математика
Глухова И.С.
ШО 1
112БНК, Каб. нач. классов";2;09:30;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";2;09:30;"Занимательная математика
Глухова И.С.
ШО 1
112БНК, Каб. нач. классов";;;;2;09:30;"Русский язык
Антипова С.Ф.
ШО 1
113б, Каб. нач. классов";2;09:30;"Математика
Антипова С.Ф.
ШО 1
113б, Каб. нач. классов";2;09:30;"Русский язык
Антипова С.Ф.
ШО 1
113б, Каб. нач. классов";2;09:30;"Музыка
Шелепова И.М.
ШО 1
113б, Каб. нач. классов";2;09:30;"Математика
Антипова С.Ф.
ШО 1
113б, Каб. нач. классов";;;;2;09:30;"Литературное чтение
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";2;09:30;"Русский язык
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";2;09:30;"Занимательная математика
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";2;09:30;"Математика
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";2;09:30;"Математика
Садовая Е.С.
ШО 1
114БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
